account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Conto Unicredit;Bar & Locali;EUR;-5,10;-5,10;Spese;DEBIT_CARD;Carta di debito;Colazione McDonald's;2021-02-13 10:34:24;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-12 13:56:23;;;;0;false;;;1002;false
Contanti;Stipendio;EUR;70,00;70,00;Entrata;CASH;Contanti;Stipendio Gaia (Prina);2021-02-11 20:03:34;;;;0;false;;;10000;false
Conto Arancio;Ristoranti & Fast-food;EUR;-24,20;-24,20;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2021-02-11 20:02:51;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-11 13:11:32;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-0,35;-0,35;Spese;TRANSFER;Bonifico bancario;Caffe kalpa;2021-02-11 13:11:06;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-10 23:23:07;;;;0;false;;;1002;false
Conto Arancio;Stipendio;EUR;920,00;920,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2021-02-10 12:59:00;;;;0;false;;;10000;false
Conto Unicredit;Servizi;EUR;-1906,94;-1906,94;Spese;TRANSFER;Bonifico bancario;Spese condominiali 2020/2021 2 rata;2021-02-10 12:00:00;;;;0;false;;;3003;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-4,50;-4,50;Spese;DEBIT_CARD;Carta di debito;Pranzo lavoro;2021-02-10 08:43:50;;;;0;false;;;1001;false
Conto Deposito Santander;TRANSFER;EUR;600,00;600,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-02-10 01:05:58;;;;0;true;;;20001;false
Conto d'emergenza;TRANSFER;EUR;-600,00;-600,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-02-10 01:05:58;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;1100,00;1100,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2021-02-10 00:58:14;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-1100,00;-1100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2021-02-10 00:58:14;;;;0;true;;;20001;false
Ticket;Stipendio;EUR;105,00;105,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2021-02-10 00:57:32;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1705,84;1705,84;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2021-02-10 00:56:35;;;;0;false;;;10000;false
Conto Arancio;Ristoranti & Fast-food;EUR;-16,90;-16,90;Spese;DEBIT_CARD;Carta di debito;Pranzo Gaia;2021-02-09 22:04:50;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-09 22:04:35;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-0,35;-0,35;Spese;DEBIT_CARD;Carta di debito;Caffe kalpa;2021-02-09 22:02:56;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-3,00;-3,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-08 20:29:13;;;;0;false;;;1002;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-02-08 20:24:51;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;100,00;100,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-02-08 20:24:51;;;;0;true;;;20001;false
PAC;TRANSFER;EUR;200,00;200,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-02-08 20:23:14;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-200,00;-200,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-02-08 20:23:14;;;;0;true;;;20001;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2021-02-08 12:00:00;;;;0;false;;;7001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-08 08:28:54;;;;0;false;;;1002;false
Contanti;Salute;EUR;-30,00;-30,00;Spese;CASH;Contanti;Paptest Gaia;2021-02-08 08:02:49;;;;0;false;;;6000;false
Contanti;Stipendio;EUR;30,00;30,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2021-02-08 08:02:46;;;;0;false;;;10000;false
Conto Unicredit;Spesa;EUR;-2,33;-2,33;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-02-07 11:50:21;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-02-07 11:50:01;;;;0;false;;;1000;false
Conto Arancio;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2021-02-04 20:46:49;;;;0;false;;;2002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-23,20;-23,20;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2021-02-04 20:27:17;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-02-04 19:18:46;;;;0;false;;;1002;false
Conto Unicredit;Elettronica;EUR;-52,49;-52,49;Spese;CREDIT_CARD;Carta di credito;Ssd pc Gaia;2021-02-04 00:16:24;;;;0;false;;;2006;false
Conto Arancio;Bar & Locali;EUR;-2,00;-2,00;Spese;DEBIT_CARD;Carta di debito;Caffe Gaia lavoro;2021-02-03 19:21:19;;;;0;false;;;1002;false
Conto Unicredit;Spesa;EUR;-13,63;-13,63;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-02-03 19:20:40;;;;0;false;;;1000;false
Contanti;TRANSFER;EUR;-350,00;-350,00;Spese;TRANSFER;Bonifico bancario;Versamento contanti;2021-02-03 18:33:05;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;350,00;350,00;Entrata;TRANSFER;Bonifico bancario;Versamento contanti;2021-02-03 18:33:05;;;;0;true;;;20001;false
PAC;TRANSFER;EUR;120,00;120,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-02-02 01:41:42;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-120,00;-120,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-02-02 01:41:42;;;;0;true;;;20001;false
Conto Unicredit;Carburante;EUR;-8,76;-8,76;Spese;DEBIT_CARD;Carta di debito;Captur Gpl;2021-02-01 22:10:37;;;;0;false;;;5000;false
Contanti;Stipendio;EUR;10,00;10,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2021-02-01 22:09:57;;;;0;false;;;10000;false
Contanti;Carburante;EUR;-10,00;-10,00;Spese;CASH;Contanti;Captur Gpl;2021-02-01 22:09:30;;;;0;false;;;5000;false
Contanti;Stipendio;EUR;400,00;400,00;Entrata;CASH;Contanti;Stipendio Gaia Simone;2021-02-01 19:03:08;;;;0;false;;;10000;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2021-02-01 12:00:25;;;;0;false;;;3001;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2021-02-01 12:00:00;;;;0;false;;;8005;false
Conto Arancio;Bar & Locali;EUR;-5,00;-5,00;Spese;DEBIT_CARD;Carta di debito;Colazione Gaia;2021-02-01 08:35:32;;;;0;false;;;1002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-19,80;-19,80;Spese;DEBIT_CARD;Carta di debito;Pita gyros;2021-01-31 17:42:34;;;;0;false;;;1001;false
Conto Unicredit;Tariffe, tasse;EUR;-23,85;-23,85;Spese;CREDIT_CARD;Carta di credito;Costo carta di credito;2021-01-31 15:37:10;;;;0;false;;;8005;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-10,00;-10,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2021-01-29 19:44:20;;;;0;false;;;1001;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2021-01-28 18:42:47;;;;0;false;;;6007;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2021-01-28 11:10:32;;;;0;false;;;1002;false
Conto Unicredit;Spesa;EUR;-56,43;-56,43;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-01-26 19:58:10;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-01-26 19:57:53;;;;0;false;;;1000;false
Contanti;Mancante;EUR;-19,00;-19,00;Spese;DEBIT_CARD;Carta di debito;;2021-01-25 20:35:39;;;;0;false;;;11001;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-28,00;-28,00;Spese;DEBIT_CARD;Carta di debito;Sushi;2021-01-25 20:35:28;;;;0;false;;;1001;false
Contanti;Manutenzione;EUR;-125,00;-125,00;Spese;CASH;Contanti;Ana;2021-01-25 16:08:04;;;;0;false;;;3004;false
Contanti;Ristoranti & Fast-food;EUR;-14,00;-14,00;Spese;CASH;Contanti;Pizza;2021-01-23 21:36:04;;;;0;false;;;1001;false
Conto Unicredit;Salute;EUR;-92,00;-92,00;Spese;CREDIT_CARD;Carta di credito;Tampone covid;2021-01-23 19:02:58;;;;0;false;;;6000;false
Conto Unicredit;Casa & Giardino;EUR;-31,90;-31,90;Spese;DEBIT_CARD;Carta di debito;Brico;2021-01-23 13:11:13;;;;0;false;;;2004;false
Conto Unicredit;Casa & Giardino;EUR;-17,90;-17,90;Spese;DEBIT_CARD;Carta di debito;Centro giardinaggio;2021-01-23 13:05:08;;;;0;false;;;2004;false
Conto Unicredit;Salute;EUR;-17,98;-17,98;Spese;DEBIT_CARD;Carta di debito;Mascherine;2021-01-23 11:55:03;;;;0;false;;;6000;false
Contanti;Stipendio;EUR;250,00;250,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2021-01-22 22:12:50;;;;0;false;;;10000;false
Conto Unicredit;Elettronica;EUR;-46,96;-46,96;Spese;CREDIT_CARD;Carta di credito;Tastiera musicale;2021-01-22 22:12:08;;;;0;false;;;2006;false
Contanti;Elettronica;EUR;-210,83;-210,83;Spese;CASH;Contanti;Tastiera musicale;2021-01-22 22:11:07;;;;0;false;;;2006;false
Contanti;Casa & Giardino;EUR;-39,17;-39,17;Spese;CASH;Contanti;Tavolino sala;2021-01-22 22:09:39;;;;0;false;;;2004;false
Conto Unicredit;Casa & Giardino;EUR;-261,98;-261,98;Spese;MOBILE_PAYMENT;Pagamento mobile;Divano cameretta;2021-01-22 21:34:13;;;;0;false;;;2004;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2021-01-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-20,90;-20,90;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2021-01-19 20:48:51;;;;0;false;;;1001;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;88,50;88,50;Entrata;TRANSFER;Bonifico bancario;Rimborso visita medica;2021-01-19 11:14:18;;;;0;false;;;10008;false
Conto Unicredit;Spesa;EUR;-11,40;-11,40;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-01-17 13:43:28;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-14,00;-14,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-01-17 13:42:55;;;;0;false;;;1000;false
Conto Unicredit;Spesa;EUR;-5,60;-5,60;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-01-16 23:29:41;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-35,00;-35,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-01-16 23:29:18;;;;0;false;;;1000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-28,00;-28,00;Spese;DEBIT_CARD;Carta di debito;Sushi;2021-01-15 21:03:31;;;;0;false;;;1001;false
Conto Unicredit;Leasing;EUR;-255,91;-255,91;Spese;CASH;Contanti;Rata Captur;2021-01-15 12:00:48;;;;0;false;;;8006;false
Conto Unicredit;TRANSFER;EUR;-1351,63;-1351,63;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-01-14 14:24:24;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;1351,63;1351,63;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-01-14 14:24:24;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;1500,00;1500,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2021-01-14 10:03:10;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-1500,00;-1500,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2021-01-14 10:03:10;;;;0;true;;;20001;false
Conto Unicredit;Carburante;EUR;-8,10;-8,10;Spese;DEBIT_CARD;Carta di debito;Captur Gpl;2021-01-13 20:19:18;;;;0;false;;;5000;false
Contanti;Carburante;EUR;-10,00;-10,00;Spese;CASH;Contanti;Captur Gpl;2021-01-13 20:19:02;;;;0;false;;;5000;false
Contanti;Stipendio;EUR;10,00;10,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2021-01-13 20:18:37;;;;0;false;;;10000;false
Conto Unicredit;Spesa;EUR;-4,79;-4,79;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-01-12 20:32:51;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-01-12 20:32:23;;;;0;false;;;1000;false
Contanti;Manutenzione veicoli;EUR;-5,00;-5,00;Spese;CASH;Contanti;Lavaggio Captur;2021-01-12 20:31:39;;;;0;false;;;5002;false
Contanti;Bellezza & Benessere;EUR;-18,00;-18,00;Spese;CASH;Contanti;Parrucchiere;2021-01-12 13:32:01;;;;0;false;;;2002;false
Contanti;Casa & Giardino;EUR;-8,10;-8,10;Spese;CASH;Contanti;Brico casa;2021-01-11 21:39:22;;;;0;false;;;2004;false
Conto Arancio;Stipendio;EUR;1429,00;1429,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2021-01-10 20:33:47;;;;0;false;;;10000;false
Conto Deposito Santander;Interessi & Dividendi;EUR;6,88;6,88;Entrata;TRANSFER;Bonifico bancario;Interessi conto deposito;2021-01-10 19:18:27;;;;0;false;;;10001;false
Coinbase;TRANSFER;EUR;100,00;100,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento a coinbase;2021-01-10 11:20:52;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a coinbase;2021-01-10 11:20:52;;;;0;true;;;20001;false
Ticket;Stipendio;EUR;98,00;98,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2021-01-10 01:01:06;;;;0;false;;;10000;false
Conto Unicredit;TRANSFER;EUR;-300,00;-300,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-01-10 00:17:13;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;300,00;300,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2021-01-10 00:17:13;;;;0;true;;;20001;false
PAC;TRANSFER;EUR;300,00;300,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-01-10 00:16:21;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-300,00;-300,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a Degiro;2021-01-10 00:16:21;;;;0;true;;;20001;false
Conto Unicredit;Stipendio;EUR;2006,63;2006,63;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2021-01-10 00:15:27;;;;0;false;;;10000;false
Contanti;Carburante;EUR;-25,00;-25,00;Spese;CASH;Contanti;Captur Benzina;2021-01-09 15:23:49;;;;0;false;;;5000;false
Contanti;Stipendio;EUR;25,00;25,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2021-01-09 15:23:27;;;;0;false;;;10000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-22,40;-22,40;Spese;DEBIT_CARD;Carta di debito;McDonald's pranzo;2021-01-09 15:22:58;;;;0;false;;;1001;false
Conto Unicredit;Cancelleria & Utensili;EUR;-3,90;-3,90;Spese;DEBIT_CARD;Carta di debito;Post it;2021-01-08 19:38:20;;;;0;false;;;2008;false
Conto Unicredit;Manutenzione veicoli;EUR;-19,00;-19,00;Spese;DEBIT_CARD;Carta di debito;Lavaggio Captur;2021-01-08 14:45:30;;;;0;false;;;5002;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2021-01-08 12:00:00;;;;0;false;;;7001;false
Conto Unicredit;Spesa;EUR;-7,22;-7,22;Spese;DEBIT_CARD;Carta di debito;Spesa;2021-01-07 16:14:45;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2021-01-07 16:14:12;;;;0;false;;;1000;false
Conto Unicredit;Salute;EUR;-50,00;-50,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Tampone covid;2021-01-07 11:38:17;;;;0;false;;;6000;false
Conto Unicredit;Elettronica;EUR;-12,99;-12,99;Spese;CREDIT_CARD;Carta di credito;Supporti per rear speaker;2021-01-05 19:32:05;;;;0;false;;;2006;false
Conto Unicredit;Software, App & Giochi;EUR;-0,99;-0,99;Spese;MOBILE_PAYMENT;Pagamento mobile;PayDay 2;2021-01-04 18:00:27;;;;0;false;;;7003;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2021-01-04 12:00:21;;;;0;false;;;8005;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2021-01-04 12:00:08;;;;0;false;;;3001;false
Conto Unicredit;Veicoli;EUR;-5,73;-5,73;Spese;TRANSFER;Bonifico bancario;Spedizione telepass;2020-12-31 10:35:40;;;;0;false;;;5004;false
Conto Unicredit;Elettronica;EUR;-134,04;-134,04;Spese;CREDIT_CARD;Carta di credito;Casse surround samsung;2020-12-30 12:46:27;;;;0;false;;;2006;false
Conto Unicredit;Salute;EUR;-100,00;-100,00;Spese;CREDIT_CARD;Carta di credito;Tampone covid;2020-12-28 20:39:54;;;;0;false;;;6000;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;CREDIT_CARD;Carta di credito;Abbonamento Spotify;2020-12-28 10:48:02;;;;0;false;;;6007;false
Conto Unicredit;Energia & Utenze;EUR;-52,51;-52,51;Spese;CASH;Contanti;Bolletta Luce;2020-12-27 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Regali;EUR;500,00;500,00;Entrata;TRANSFER;Bonifico bancario;Regalo mamma e papà;2020-12-25 13:20:59;;;;0;false;;;10010;false
Contanti;Regali;EUR;100,00;100,00;Entrata;CASH;Contanti;Mancia Nonna Nella;2020-12-25 00:04:34;;;;0;false;;;10010;false
Conto Unicredit;Spesa;EUR;-18,25;-18,25;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-12-24 13:33:25;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-12-24 13:32:58;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-12-23 21:12:09;;;;0;false;;;1002;false
Conto Arancio;Casa & Giardino;EUR;-22,00;-22,00;Spese;DEBIT_CARD;Carta di debito;Ikea;2020-12-23 21:10:51;;;;0;false;;;2004;false
Conto Arancio;Regali;EUR;-15,00;-15,00;Spese;DEBIT_CARD;Carta di debito;Regalo Bea e Marco;2020-12-23 21:10:21;;;;0;false;;;2007;false
Conto Arancio;Ristoranti & Fast-food;EUR;-22,90;-22,90;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2020-12-23 21:09:38;;;;0;false;;;1001;false
Conto Arancio;Eventi;EUR;-25,00;-25,00;Spese;DEBIT_CARD;Carta di debito;Sorbetto cenone di natale;2020-12-23 21:09:01;;;;0;false;;;6004;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-149,90;-149,90;Spese;DEBIT_CARD;Carta di debito;Scarpe geox Gaia;2020-12-23 21:08:52;;;;0;false;;;2000;false
Conto Unicredit;Regali;EUR;-49,00;-49,00;Spese;DEBIT_CARD;Carta di debito;Regalo Papà;2020-12-23 13:48:50;;;;0;false;;;2007;false
Contanti;TRANSFER;EUR;-10,00;-10,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Trasferimento regali Gaia;2020-12-22 22:26:03;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;10,00;10,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Trasferimento regali Gaia;2020-12-22 22:26:03;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-12-22 20:51:52;;;;0;false;;;1002;false
Conto Unicredit;Carburante;EUR;-6,87;-6,87;Spese;DEBIT_CARD;Carta di debito;Captur Gpl;2020-12-22 20:51:05;;;;0;false;;;5000;false
Contanti;Carburante;EUR;-10,00;-10,00;Spese;CASH;Contanti;Captur Gpl;2020-12-22 20:50:47;;;;0;false;;;5000;false
Contanti;Stipendio;EUR;10,00;10,00;Entrata;CASH;Contanti;Stipendio Niccolò Welfare;2020-12-22 20:50:26;;;;0;false;;;10000;false
Contanti;Regali;EUR;-10,00;-10,00;Spese;CASH;Contanti;Regalo amiche Gaia;2020-12-21 21:55:51;;;;0;false;;;2007;false
Conto Arancio;Eventi;EUR;-41,00;-41,00;Spese;DEBIT_CARD;Carta di debito;Panettone per Natale;2020-12-21 21:54:19;;;;0;false;;;6004;false
Contanti;Rimborsi (tasse, acquisti);EUR;20,00;20,00;Entrata;CASH;Contanti;Ricarica spotify (Sara);2020-12-21 19:39:23;;;;0;false;;;10008;false
Conto Unicredit;Spesa;EUR;-8,45;-8,45;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-12-21 19:30:01;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-49,00;-49,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-12-21 19:29:29;;;;0;false;;;1000;false
Conto Arancio;Bellezza & Benessere;EUR;-79,99;-79,99;Spese;DEBIT_CARD;Carta di debito;Profumo Niccolò;2020-12-21 13:16:22;;;;0;false;;;2002;false
Conto Unicredit;Regali;EUR;-46,98;-46,98;Spese;CREDIT_CARD;Carta di credito;Regalo Bruno;2020-12-20 23:22:27;;;;0;false;;;2007;false
Contanti;TRANSFER;EUR;70,00;70,00;Entrata;CASH;Contanti;Prelievo;2020-12-20 17:23:15;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-70,00;-70,00;Spese;CASH;Contanti;Prelievo;2020-12-20 17:23:15;;;;0;true;;;20001;false
Conto Arancio;Eventi;EUR;-16,77;-16,77;Spese;DEBIT_CARD;Carta di debito;Dolci natale;2020-12-20 17:21:42;;;;0;false;;;6004;false
Conto Arancio;Regali;EUR;-9,90;-9,90;Spese;DEBIT_CARD;Carta di debito;Profumatore per collega Gaia;2020-12-20 14:17:58;;;;0;false;;;2007;false
Conto Arancio;Stipendio;EUR;708,00;708,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base tredicesima;2020-12-20 12:00:40;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1588,13;1588,13;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base tredicesima;2020-12-20 12:00:08;;;;0;false;;;10000;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-12-20 12:00:00;;;;0;false;;;8001;false
Conto Unicredit;TRANSFER;EUR;708,00;708,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento tredicesima Gaia;2020-12-20 00:35:25;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-708,00;-708,00;Spese;TRANSFER;Bonifico bancario;Trasferimento tredicesima Gaia;2020-12-20 00:35:25;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-708,00;-708,00;Spese;TRANSFER;Bonifico bancario;Trasferimento tredicesima Gaia;2020-12-20 00:34:38;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;708,00;708,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento tredicesima Gaia;2020-12-20 00:34:38;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-1588,13;-1588,13;Spese;TRANSFER;Bonifico bancario;Trasferimento tredicesima;2020-12-20 00:33:50;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;1588,13;1588,13;Entrata;TRANSFER;Bonifico bancario;Trasferimento tredicesima;2020-12-20 00:33:50;;;;0;true;;;20001;false
Conto Unicredit;Spesa;EUR;-15,00;-15,00;Spese;DEBIT_CARD;Carta di debito;Ravioli cinesi;2020-12-19 18:46:00;;;;0;false;;;1000;false
Conto Unicredit;Regali;EUR;-40,00;-40,00;Spese;DEBIT_CARD;Carta di debito;Regalo Riky e Marco;2020-12-19 16:39:31;;;;0;false;;;2007;false
Conto Unicredit;Regali;EUR;-79,80;-79,80;Spese;DEBIT_CARD;Carta di debito;Regalo Vittorio e Emanuele;2020-12-19 16:34:56;;;;0;false;;;2007;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-158,50;-158,50;Spese;DEBIT_CARD;Carta di debito;Uniqlo;2020-12-19 16:34:08;;;;0;false;;;2000;false
Conto Unicredit;Energia & Utenze;EUR;-73,77;-73,77;Spese;CASH;Contanti;Bolletta internet linea fissa;2020-12-19 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Eventi;EUR;-21,80;-21,80;Spese;DEBIT_CARD;Carta di debito;Bevande per festa natale ufficio Gaia;2020-12-18 18:40:56;;;;0;false;;;6004;false
Ticket;Eventi;EUR;-7,00;-7,00;Spese;VOUCHER;Coupon;Bevande per festa natale ufficio Gaia;2020-12-18 18:40:18;;;;0;false;;;6004;false
Conto Arancio;Regali;EUR;-18,00;-18,00;Spese;DEBIT_CARD;Carta di debito;Regalo Vera e Simone;2020-12-18 18:39:46;;;;0;false;;;2007;false
Conto Arancio;Regali;EUR;-15,00;-15,00;Spese;DEBIT_CARD;Carta di debito;Regalo Flavia;2020-12-18 18:39:21;;;;0;false;;;2007;false
Conto Arancio;Eventi;EUR;-56,20;-56,20;Spese;DEBIT_CARD;Carta di debito;Paste festa di natale ufficio Gaia;2020-12-18 18:38:49;;;;0;false;;;6004;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-12-17 22:40:00;;;;0;false;;;1002;false
